user_id,total_tasks,rushed_rate,exact_match_rate,trivial_edit_rate,rushed_cheat_rate,status
71546362,1,1.0,1.0,0.0,1.0,BLOCK
71543778,1,1.0,1.0,0.0,1.0,BLOCK
71824061,1,1.0,1.0,0.0,1.0,BLOCK
71826336,1,1.0,1.0,0.0,1.0,BLOCK
71822790,1,1.0,1.0,0.0,1.0,BLOCK
71823618,1,1.0,1.0,0.0,1.0,BLOCK
71823397,1,1.0,1.0,0.0,1.0,BLOCK
71830732,1,1.0,1.0,0.0,1.0,BLOCK
72034756,1,1.0,1.0,0.0,1.0,BLOCK
72032293,1,1.0,1.0,0.0,1.0,BLOCK
72039042,1,1.0,1.0,0.0,1.0,BLOCK
72036636,1,1.0,1.0,0.0,1.0,BLOCK
72026990,1,1.0,1.0,0.0,1.0,BLOCK
72760307,1,1.0,1.0,0.0,1.0,BLOCK
72752378,1,1.0,1.0,0.0,1.0,BLOCK
72752436,1,1.0,1.0,0.0,1.0,BLOCK
72750651,1,1.0,1.0,0.0,1.0,BLOCK
72750671,1,1.0,1.0,0.0,1.0,BLOCK
72750701,1,1.0,1.0,0.0,1.0,BLOCK
72757028,1,1.0,1.0,0.0,1.0,BLOCK
72753666,1,1.0,1.0,0.0,1.0,BLOCK
72184522,1,1.0,1.0,0.0,1.0,BLOCK
72269935,1,1.0,1.0,0.0,1.0,BLOCK
74672993,1,1.0,1.0,0.0,1.0,BLOCK
73053937,1,1.0,1.0,0.0,1.0,BLOCK
73054047,1,1.0,1.0,0.0,1.0,BLOCK
73177636,1,1.0,1.0,0.0,1.0,BLOCK
73181704,1,1.0,1.0,0.0,1.0,BLOCK
73185000,1,1.0,1.0,0.0,1.0,BLOCK
73199420,1,1.0,1.0,0.0,1.0,BLOCK
73199479,1,1.0,1.0,0.0,1.0,BLOCK
73180106,1,1.0,1.0,0.0,1.0,BLOCK
73178110,1,1.0,1.0,0.0,1.0,BLOCK
73178146,1,1.0,1.0,0.0,1.0,BLOCK
73178173,1,1.0,1.0,0.0,1.0,BLOCK
73179539,1,1.0,1.0,0.0,1.0,BLOCK
73192452,1,1.0,1.0,0.0,1.0,BLOCK
73192531,1,1.0,1.0,0.0,1.0,BLOCK
73177023,1,1.0,1.0,0.0,1.0,BLOCK
73202795,1,1.0,1.0,0.0,1.0,BLOCK
73185889,1,1.0,1.0,0.0,1.0,BLOCK
73185928,1,1.0,1.0,0.0,1.0,BLOCK
73193891,1,1.0,1.0,0.0,1.0,BLOCK
73397162,1,1.0,1.0,0.0,1.0,BLOCK
73397218,1,1.0,1.0,0.0,1.0,BLOCK
73418425,1,1.0,1.0,0.0,1.0,BLOCK
73402372,1,1.0,1.0,0.0,1.0,BLOCK
73402408,1,1.0,1.0,0.0,1.0,BLOCK
73396345,1,1.0,1.0,0.0,1.0,BLOCK
73396110,1,1.0,1.0,0.0,1.0,BLOCK
73393677,1,1.0,1.0,0.0,1.0,BLOCK
73410455,1,1.0,1.0,0.0,1.0,BLOCK
73401208,1,1.0,1.0,0.0,1.0,BLOCK
73413916,1,1.0,1.0,0.0,1.0,BLOCK
73393719,1,1.0,1.0,0.0,1.0,BLOCK
73628857,1,1.0,1.0,0.0,1.0,BLOCK
73624882,1,1.0,1.0,0.0,1.0,BLOCK
73624901,1,1.0,1.0,0.0,1.0,BLOCK
73621524,1,1.0,1.0,0.0,1.0,BLOCK
73633373,1,1.0,1.0,0.0,1.0,BLOCK
73838146,1,1.0,1.0,0.0,1.0,BLOCK
73863719,1,1.0,1.0,0.0,1.0,BLOCK
73855761,1,1.0,1.0,0.0,1.0,BLOCK
73840715,1,1.0,1.0,0.0,1.0,BLOCK
73855140,1,1.0,1.0,0.0,1.0,BLOCK
73849230,1,1.0,1.0,0.0,1.0,BLOCK
73845682,1,1.0,1.0,0.0,1.0,BLOCK
73862366,1,1.0,1.0,0.0,1.0,BLOCK
73862397,1,1.0,1.0,0.0,1.0,BLOCK
73858380,1,1.0,1.0,0.0,1.0,BLOCK
73855410,1,1.0,1.0,0.0,1.0,BLOCK
73843582,1,1.0,1.0,0.0,1.0,BLOCK
73853118,1,1.0,1.0,0.0,1.0,BLOCK
73853077,1,1.0,1.0,0.0,1.0,BLOCK
73840996,1,1.0,1.0,0.0,1.0,BLOCK
73862016,1,1.0,1.0,0.0,1.0,BLOCK
73846141,1,1.0,1.0,0.0,1.0,BLOCK
73846063,1,1.0,1.0,0.0,1.0,BLOCK
73837652,1,1.0,1.0,0.0,1.0,BLOCK
73862480,1,1.0,1.0,0.0,1.0,BLOCK
72280806,1,1.0,1.0,0.0,1.0,BLOCK
72341413,1,1.0,1.0,0.0,1.0,BLOCK
71658187,1,1.0,1.0,0.0,1.0,BLOCK
72464475,1,1.0,1.0,0.0,1.0,BLOCK
72466259,1,1.0,1.0,0.0,1.0,BLOCK
71275692,1,1.0,1.0,0.0,1.0,BLOCK
71275509,1,1.0,0.0,1.0,1.0,BLOCK
71275545,1,1.0,0.0,1.0,1.0,BLOCK
72026342,1,1.0,0.0,1.0,1.0,BLOCK
72026381,1,1.0,0.0,1.0,1.0,BLOCK
71278879,1,1.0,0.0,1.0,1.0,BLOCK
71278901,1,1.0,0.0,1.0,1.0,BLOCK
71273612,1,1.0,1.0,0.0,1.0,BLOCK
71273631,1,1.0,1.0,0.0,1.0,BLOCK
71273640,1,1.0,1.0,0.0,1.0,BLOCK
71273693,1,1.0,0.0,1.0,1.0,BLOCK
71279996,1,1.0,0.0,1.0,1.0,BLOCK
71276872,1,1.0,0.0,1.0,1.0,BLOCK
72094608,1,1.0,1.0,0.0,1.0,BLOCK
72094669,1,1.0,0.0,1.0,1.0,BLOCK
72355343,1,1.0,0.0,1.0,1.0,BLOCK
71205523,1,1.0,0.0,1.0,1.0,BLOCK
71357509,1,1.0,0.0,1.0,1.0,BLOCK
71356592,1,1.0,1.0,0.0,1.0,BLOCK
71349646,1,1.0,0.0,1.0,1.0,BLOCK
71423315,1,1.0,0.0,1.0,1.0,BLOCK
71423343,1,1.0,0.0,1.0,1.0,BLOCK
72959031,1,1.0,0.0,1.0,1.0,BLOCK
71419553,1,1.0,0.0,1.0,1.0,BLOCK
71421890,1,1.0,0.0,1.0,1.0,BLOCK
71421912,1,1.0,0.0,1.0,1.0,BLOCK
71419809,1,1.0,0.0,1.0,1.0,BLOCK
71417641,1,1.0,0.0,1.0,1.0,BLOCK
71410603,1,1.0,0.0,1.0,1.0,BLOCK
73016317,1,1.0,0.0,1.0,1.0,BLOCK
71484553,1,1.0,0.0,1.0,1.0,BLOCK
71481797,1,1.0,0.0,1.0,1.0,BLOCK
71481844,1,1.0,0.0,1.0,1.0,BLOCK
71484036,1,1.0,1.0,0.0,1.0,BLOCK
71477960,1,1.0,0.0,1.0,1.0,BLOCK
71478030,1,1.0,0.0,1.0,1.0,BLOCK
71599735,1,1.0,0.0,1.0,1.0,BLOCK
71597055,1,1.0,1.0,0.0,1.0,BLOCK
71602626,1,1.0,0.0,1.0,1.0,BLOCK
71602658,1,1.0,0.0,1.0,1.0,BLOCK
71603608,1,1.0,0.0,1.0,1.0,BLOCK
73171045,1,1.0,0.0,1.0,1.0,BLOCK
71660918,1,1.0,0.0,1.0,1.0,BLOCK
71654482,1,1.0,0.0,1.0,1.0,BLOCK
71656233,1,1.0,0.0,1.0,1.0,BLOCK
71662822,1,1.0,0.0,1.0,1.0,BLOCK
71662856,1,1.0,0.0,1.0,1.0,BLOCK
71663109,1,1.0,1.0,0.0,1.0,BLOCK
71652506,1,1.0,1.0,0.0,1.0,BLOCK
71652593,1,1.0,1.0,0.0,1.0,BLOCK
71652809,1,1.0,1.0,0.0,1.0,BLOCK
71712685,1,1.0,1.0,0.0,1.0,BLOCK
71713410,1,1.0,1.0,0.0,1.0,BLOCK
71715655,1,1.0,1.0,0.0,1.0,BLOCK
71709258,1,1.0,1.0,0.0,1.0,BLOCK
71709382,1,1.0,1.0,0.0,1.0,BLOCK
71713474,1,1.0,0.0,1.0,1.0,BLOCK
71713893,1,1.0,0.0,1.0,1.0,BLOCK
71769678,1,1.0,0.0,1.0,1.0,BLOCK
71771405,1,1.0,1.0,0.0,1.0,BLOCK
71768855,1,1.0,1.0,0.0,1.0,BLOCK
71776605,1,1.0,0.0,1.0,1.0,BLOCK
71824225,1,1.0,0.0,1.0,1.0,BLOCK
71824810,1,1.0,1.0,0.0,1.0,BLOCK
71826618,1,1.0,1.0,0.0,1.0,BLOCK
71822455,1,1.0,1.0,0.0,1.0,BLOCK
71902434,1,1.0,0.0,1.0,1.0,BLOCK
71902488,1,1.0,1.0,0.0,1.0,BLOCK
71893980,1,1.0,0.0,1.0,1.0,BLOCK
71894014,1,1.0,0.0,1.0,1.0,BLOCK
71897593,1,1.0,1.0,0.0,1.0,BLOCK
73595651,1,1.0,0.0,1.0,1.0,BLOCK
71891431,1,1.0,0.0,1.0,1.0,BLOCK
71896307,1,1.0,0.0,1.0,1.0,BLOCK
73599846,1,1.0,1.0,0.0,1.0,BLOCK
71960429,1,1.0,1.0,0.0,1.0,BLOCK
72030100,1,1.0,1.0,0.0,1.0,BLOCK
72040589,1,1.0,0.0,1.0,1.0,BLOCK
72038250,1,1.0,0.0,1.0,1.0,BLOCK
72040683,1,1.0,0.0,1.0,1.0,BLOCK
72039161,1,1.0,1.0,0.0,1.0,BLOCK
72033178,1,1.0,1.0,0.0,1.0,BLOCK
72033201,1,1.0,1.0,0.0,1.0,BLOCK
72033227,1,1.0,1.0,0.0,1.0,BLOCK
72033973,1,1.0,1.0,0.0,1.0,BLOCK
72032186,1,1.0,1.0,0.0,1.0,BLOCK
72032222,1,1.0,0.0,1.0,1.0,BLOCK
72032249,1,1.0,0.0,1.0,1.0,BLOCK
72035333,1,1.0,1.0,0.0,1.0,BLOCK
72186668,1,1.0,0.0,1.0,1.0,BLOCK
72186722,1,1.0,1.0,0.0,1.0,BLOCK
72185959,1,1.0,1.0,0.0,1.0,BLOCK
72181009,1,1.0,1.0,0.0,1.0,BLOCK
72184079,1,1.0,1.0,0.0,1.0,BLOCK
72184105,1,1.0,1.0,0.0,1.0,BLOCK
72183200,1,1.0,1.0,0.0,1.0,BLOCK
72187705,1,1.0,0.0,1.0,1.0,BLOCK
72185059,1,1.0,1.0,0.0,1.0,BLOCK
72185094,1,1.0,0.0,1.0,1.0,BLOCK
72184950,1,1.0,0.0,1.0,1.0,BLOCK
72184998,1,1.0,0.0,1.0,1.0,BLOCK
72181465,1,1.0,0.0,1.0,1.0,BLOCK
72181500,1,1.0,0.0,1.0,1.0,BLOCK
72179647,1,1.0,1.0,0.0,1.0,BLOCK
72179677,1,1.0,1.0,0.0,1.0,BLOCK
72179319,1,1.0,1.0,0.0,1.0,BLOCK
72179349,1,1.0,0.0,1.0,1.0,BLOCK
73994772,1,1.0,0.0,1.0,1.0,BLOCK
72277660,1,1.0,1.0,0.0,1.0,BLOCK
72268413,1,1.0,0.0,1.0,1.0,BLOCK
71895290,1,1.0,1.0,0.0,1.0,BLOCK
72277149,1,1.0,1.0,0.0,1.0,BLOCK
72272986,1,1.0,1.0,0.0,1.0,BLOCK
72272832,1,1.0,1.0,0.0,1.0,BLOCK
72272873,1,1.0,0.0,1.0,1.0,BLOCK
72265646,1,1.0,1.0,0.0,1.0,BLOCK
72265683,1,1.0,0.0,1.0,1.0,BLOCK
72266885,1,1.0,1.0,0.0,1.0,BLOCK
72265278,1,1.0,1.0,0.0,1.0,BLOCK
72265306,1,1.0,1.0,0.0,1.0,BLOCK
72265327,1,1.0,0.0,1.0,1.0,BLOCK
72265348,1,1.0,0.0,1.0,1.0,BLOCK
74070378,1,1.0,0.0,1.0,1.0,BLOCK
72372633,1,1.0,0.0,1.0,1.0,BLOCK
72955820,1,1.0,0.0,1.0,1.0,BLOCK
72944998,1,1.0,0.0,1.0,1.0,BLOCK
72945847,1,1.0,1.0,0.0,1.0,BLOCK
72951882,1,1.0,0.0,1.0,1.0,BLOCK
71110363,1,1.0,1.0,0.0,1.0,BLOCK
71110444,1,1.0,1.0,0.0,1.0,BLOCK
71110543,1,1.0,1.0,0.0,1.0,BLOCK
71131840,1,1.0,1.0,0.0,1.0,BLOCK
71132744,1,1.0,1.0,0.0,1.0,BLOCK
71181388,1,1.0,1.0,0.0,1.0,BLOCK
71181468,1,1.0,1.0,0.0,1.0,BLOCK
71810472,1,1.0,1.0,0.0,1.0,BLOCK
71810481,1,1.0,1.0,0.0,1.0,BLOCK
71903101,1,1.0,1.0,0.0,1.0,BLOCK
71970058,1,1.0,1.0,0.0,1.0,BLOCK
72016314,1,1.0,1.0,0.0,1.0,BLOCK
72064308,1,1.0,1.0,0.0,1.0,BLOCK
72064345,1,1.0,1.0,0.0,1.0,BLOCK
72093631,1,1.0,1.0,0.0,1.0,BLOCK
72093667,1,1.0,1.0,0.0,1.0,BLOCK
72242624,1,1.0,1.0,0.0,1.0,BLOCK
72242674,1,1.0,1.0,0.0,1.0,BLOCK
71350784,1,1.0,1.0,0.0,1.0,BLOCK
71350814,1,1.0,1.0,0.0,1.0,BLOCK
72830251,1,1.0,1.0,0.0,1.0,BLOCK
72830358,1,1.0,1.0,0.0,1.0,BLOCK
73055299,1,1.0,1.0,0.0,1.0,BLOCK
73127272,1,1.0,1.0,0.0,1.0,BLOCK
71896833,1,1.0,1.0,0.0,1.0,BLOCK
71896870,1,1.0,1.0,0.0,1.0,BLOCK
71896909,1,1.0,1.0,0.0,1.0,BLOCK
71891277,1,1.0,1.0,0.0,1.0,BLOCK
71894497,1,1.0,1.0,0.0,1.0,BLOCK
71895965,1,1.0,1.0,0.0,1.0,BLOCK
73618435,1,1.0,1.0,0.0,1.0,BLOCK
73826438,1,1.0,1.0,0.0,1.0,BLOCK
72276007,1,1.0,1.0,0.0,1.0,BLOCK
72266195,1,1.0,1.0,0.0,1.0,BLOCK
74358698,1,1.0,1.0,0.0,1.0,BLOCK
72662015,1,1.0,1.0,0.0,1.0,BLOCK
71040673,1,1.0,1.0,0.0,1.0,BLOCK
71041831,1,1.0,1.0,0.0,1.0,BLOCK
71048660,1,1.0,1.0,0.0,1.0,BLOCK
71048682,1,1.0,1.0,0.0,1.0,BLOCK
71602998,1,1.0,1.0,0.0,1.0,BLOCK
71608399,1,1.0,1.0,0.0,1.0,BLOCK
71608440,1,1.0,1.0,0.0,1.0,BLOCK
71597713,1,1.0,1.0,0.0,1.0,BLOCK
71597505,1,1.0,1.0,0.0,1.0,BLOCK
71654864,1,1.0,1.0,0.0,1.0,BLOCK
71657537,1,1.0,1.0,0.0,1.0,BLOCK
71654063,1,1.0,1.0,0.0,1.0,BLOCK
71654145,1,1.0,1.0,0.0,1.0,BLOCK
71652528,1,1.0,1.0,0.0,1.0,BLOCK
72109153,1,1.0,1.0,0.0,1.0,BLOCK
72102990,1,1.0,1.0,0.0,1.0,BLOCK
72103984,1,1.0,1.0,0.0,1.0,BLOCK
72181050,1,1.0,1.0,0.0,1.0,BLOCK
72183257,1,1.0,1.0,0.0,1.0,BLOCK
72183295,1,1.0,1.0,0.0,1.0,BLOCK
72183323,1,1.0,1.0,0.0,1.0,BLOCK
72662322,1,1.0,1.0,0.0,1.0,BLOCK
72662354,1,1.0,1.0,0.0,1.0,BLOCK
72664066,1,1.0,1.0,0.0,1.0,BLOCK
72665547,1,1.0,1.0,0.0,1.0,BLOCK
72668569,1,1.0,1.0,0.0,1.0,BLOCK
72749452,1,1.0,1.0,0.0,1.0,BLOCK
72763069,1,1.0,1.0,0.0,1.0,BLOCK
72752154,1,1.0,1.0,0.0,1.0,BLOCK
72756552,1,1.0,1.0,0.0,1.0,BLOCK
72466676,1,1.0,1.0,0.0,1.0,BLOCK
72470047,1,1.0,1.0,0.0,1.0,BLOCK
72463598,1,1.0,1.0,0.0,1.0,BLOCK
72761010,1,1.0,1.0,0.0,1.0,BLOCK
72761083,1,1.0,1.0,0.0,1.0,BLOCK
72852434,1,1.0,1.0,0.0,1.0,BLOCK
72852484,1,1.0,1.0,0.0,1.0,BLOCK
72848268,1,1.0,1.0,0.0,1.0,BLOCK
72846249,1,1.0,1.0,0.0,1.0,BLOCK
72846287,1,1.0,1.0,0.0,1.0,BLOCK
72846335,1,1.0,1.0,0.0,1.0,BLOCK
72854634,1,1.0,1.0,0.0,1.0,BLOCK
72952409,1,1.0,1.0,0.0,1.0,BLOCK
72948357,1,1.0,1.0,0.0,1.0,BLOCK
72946280,1,1.0,1.0,0.0,1.0,BLOCK
71201446,1,1.0,1.0,0.0,1.0,BLOCK
71199604,1,1.0,1.0,0.0,1.0,BLOCK
71199606,1,1.0,1.0,0.0,1.0,BLOCK
71199642,1,1.0,1.0,0.0,1.0,BLOCK
71821655,1,1.0,1.0,0.0,1.0,BLOCK
71603303,1,1.0,1.0,0.0,1.0,BLOCK
71349787,1,1.0,1.0,0.0,1.0,BLOCK
71128050,1,1.0,1.0,0.0,1.0,BLOCK
71128528,1,1.0,1.0,0.0,1.0,BLOCK
71606071,1,1.0,1.0,0.0,1.0,BLOCK
72365337,1,1.0,1.0,0.0,1.0,BLOCK
72360693,1,1.0,1.0,0.0,1.0,BLOCK
72364319,1,1.0,1.0,0.0,1.0,BLOCK
72472149,1,1.0,1.0,0.0,1.0,BLOCK
72471127,1,1.0,1.0,0.0,1.0,BLOCK
72470755,1,1.0,1.0,0.0,1.0,BLOCK
72470081,1,1.0,1.0,0.0,1.0,BLOCK
72467444,1,1.0,1.0,0.0,1.0,BLOCK
72464273,1,1.0,1.0,0.0,1.0,BLOCK
71134613,1,1.0,1.0,0.0,1.0,BLOCK
71126397,1,1.0,1.0,0.0,1.0,BLOCK
71126258,1,1.0,1.0,0.0,1.0,BLOCK
71126334,1,1.0,1.0,0.0,1.0,BLOCK
71357517,1,1.0,1.0,0.0,1.0,BLOCK
71357564,1,1.0,1.0,0.0,1.0,BLOCK
71356162,1,1.0,1.0,0.0,1.0,BLOCK
71347778,1,1.0,1.0,0.0,1.0,BLOCK
71347872,1,1.0,1.0,0.0,1.0,BLOCK
71346568,1,1.0,1.0,0.0,1.0,BLOCK
71346603,1,1.0,1.0,0.0,1.0,BLOCK
71357403,1,1.0,1.0,0.0,1.0,BLOCK
71352677,1,1.0,1.0,0.0,1.0,BLOCK
71413638,1,1.0,1.0,0.0,1.0,BLOCK
71417752,1,1.0,1.0,0.0,1.0,BLOCK
71417703,1,1.0,1.0,0.0,1.0,BLOCK
71419625,1,1.0,1.0,0.0,1.0,BLOCK
71419643,1,1.0,1.0,0.0,1.0,BLOCK
71411071,1,1.0,1.0,0.0,1.0,BLOCK
71411093,1,1.0,1.0,0.0,1.0,BLOCK
71410406,1,1.0,1.0,0.0,1.0,BLOCK
71420165,1,1.0,1.0,0.0,1.0,BLOCK
71420222,1,1.0,1.0,0.0,1.0,BLOCK
71411866,1,1.0,1.0,0.0,1.0,BLOCK
71419129,1,1.0,0.0,1.0,1.0,BLOCK
73022298,1,1.0,1.0,0.0,1.0,BLOCK
71415321,1,1.0,1.0,0.0,1.0,BLOCK
71483023,1,1.0,1.0,0.0,1.0,BLOCK
71483134,1,1.0,1.0,0.0,1.0,BLOCK
71482628,1,1.0,1.0,0.0,1.0,BLOCK
73025035,1,1.0,1.0,0.0,1.0,BLOCK
71546112,1,1.0,1.0,0.0,1.0,BLOCK
71542172,1,1.0,1.0,0.0,1.0,BLOCK
71546870,1,1.0,1.0,0.0,1.0,BLOCK
71548655,1,1.0,1.0,0.0,1.0,BLOCK
71540628,1,1.0,1.0,0.0,1.0,BLOCK
71547946,1,1.0,1.0,0.0,1.0,BLOCK
71547555,1,1.0,1.0,0.0,1.0,BLOCK
71546805,1,1.0,1.0,0.0,1.0,BLOCK
71539078,1,1.0,1.0,0.0,1.0,BLOCK
71547203,1,1.0,1.0,0.0,1.0,BLOCK
71541053,1,1.0,1.0,0.0,1.0,BLOCK
71540876,1,1.0,1.0,0.0,1.0,BLOCK
71605680,1,1.0,1.0,0.0,1.0,BLOCK
71605609,1,1.0,1.0,0.0,1.0,BLOCK
71602409,1,1.0,1.0,0.0,1.0,BLOCK
71599933,1,1.0,1.0,0.0,1.0,BLOCK
71604061,1,1.0,1.0,0.0,1.0,BLOCK
71604111,1,1.0,1.0,0.0,1.0,BLOCK
71604137,1,1.0,1.0,0.0,1.0,BLOCK
71602984,1,1.0,1.0,0.0,1.0,BLOCK
71603522,1,1.0,1.0,0.0,1.0,BLOCK
71599237,1,1.0,1.0,0.0,1.0,BLOCK
71599257,1,1.0,1.0,0.0,1.0,BLOCK
71599307,1,1.0,1.0,0.0,1.0,BLOCK
71605517,1,1.0,1.0,0.0,1.0,BLOCK
71605535,1,1.0,1.0,0.0,1.0,BLOCK
71607270,1,1.0,1.0,0.0,1.0,BLOCK
71604289,1,1.0,1.0,0.0,1.0,BLOCK
71597479,1,1.0,1.0,0.0,1.0,BLOCK
73228118,1,1.0,1.0,0.0,1.0,BLOCK
71605332,1,1.0,1.0,0.0,1.0,BLOCK
71605268,1,1.0,1.0,0.0,1.0,BLOCK
71602106,1,1.0,1.0,0.0,1.0,BLOCK
71602757,1,1.0,1.0,0.0,1.0,BLOCK
71602802,1,1.0,1.0,0.0,1.0,BLOCK
71605987,1,1.0,1.0,0.0,1.0,BLOCK
71606028,1,1.0,1.0,0.0,1.0,BLOCK
71656323,1,1.0,1.0,0.0,1.0,BLOCK
71656370,1,1.0,1.0,0.0,1.0,BLOCK
71659246,1,1.0,1.0,0.0,1.0,BLOCK
71659284,1,1.0,1.0,0.0,1.0,BLOCK
71653594,1,1.0,1.0,0.0,1.0,BLOCK
71654228,1,1.0,1.0,0.0,1.0,BLOCK
71654259,1,1.0,1.0,0.0,1.0,BLOCK
71654270,1,1.0,1.0,0.0,1.0,BLOCK
71654303,1,1.0,1.0,0.0,1.0,BLOCK
73350436,1,1.0,1.0,0.0,1.0,BLOCK
71659931,1,1.0,1.0,0.0,1.0,BLOCK
71712668,1,1.0,1.0,0.0,1.0,BLOCK
71712695,1,1.0,1.0,0.0,1.0,BLOCK
71712609,1,1.0,1.0,0.0,1.0,BLOCK
73354116,1,1.0,1.0,0.0,1.0,BLOCK
71767597,1,1.0,1.0,0.0,1.0,BLOCK
71773102,1,1.0,1.0,0.0,1.0,BLOCK
71773063,1,1.0,1.0,0.0,1.0,BLOCK
71771601,1,1.0,1.0,0.0,1.0,BLOCK
71769421,1,1.0,1.0,0.0,1.0,BLOCK
71777986,1,1.0,1.0,0.0,1.0,BLOCK
73545983,1,1.0,1.0,0.0,1.0,BLOCK
71896822,1,1.0,1.0,0.0,1.0,BLOCK
71889922,1,1.0,1.0,0.0,1.0,BLOCK
71889903,1,1.0,1.0,0.0,1.0,BLOCK
71891661,1,1.0,1.0,0.0,1.0,BLOCK
71895753,1,1.0,1.0,0.0,1.0,BLOCK
71895685,1,1.0,1.0,0.0,1.0,BLOCK
71896471,1,1.0,1.0,0.0,1.0,BLOCK
71895841,1,1.0,1.0,0.0,1.0,BLOCK
71889388,1,1.0,1.0,0.0,1.0,BLOCK
71664420,1,1.0,1.0,0.0,1.0,BLOCK
73675087,1,1.0,1.0,0.0,1.0,BLOCK
71958808,1,1.0,1.0,0.0,1.0,BLOCK
71958715,1,1.0,1.0,0.0,1.0,BLOCK
71958728,1,1.0,1.0,0.0,1.0,BLOCK
71961080,1,1.0,1.0,0.0,1.0,BLOCK
71959782,1,1.0,1.0,0.0,1.0,BLOCK
73768032,1,1.0,1.0,0.0,1.0,BLOCK
72029421,1,1.0,1.0,0.0,1.0,BLOCK
72029461,1,1.0,1.0,0.0,1.0,BLOCK
72028090,1,1.0,1.0,0.0,1.0,BLOCK
72028146,1,1.0,1.0,0.0,1.0,BLOCK
72028789,1,1.0,1.0,0.0,1.0,BLOCK
72040893,1,1.0,1.0,0.0,1.0,BLOCK
72036724,1,1.0,1.0,0.0,1.0,BLOCK
72036947,1,1.0,1.0,0.0,1.0,BLOCK
72035542,1,1.0,1.0,0.0,1.0,BLOCK
72035680,1,1.0,1.0,0.0,1.0,BLOCK
72035703,1,1.0,1.0,0.0,1.0,BLOCK
72035720,1,1.0,1.0,0.0,1.0,BLOCK
72035737,1,1.0,1.0,0.0,1.0,BLOCK
72028909,1,1.0,1.0,0.0,1.0,BLOCK
72028586,1,1.0,1.0,0.0,1.0,BLOCK
72028668,1,1.0,1.0,0.0,1.0,BLOCK
72028725,1,1.0,1.0,0.0,1.0,BLOCK
72105097,1,1.0,1.0,0.0,1.0,BLOCK
72105119,1,1.0,1.0,0.0,1.0,BLOCK
